[0, 0]:	aakkoset - алфавит
[2556, 2556]:	opistossa - в училище (от opisto)
[2557, 2557]:	oppia I - выучить, научить 
[2558, 2558]:	oppia II - научиться
[2559, 2559]:	oppikirja - учебник
[256, 256]:	duuri - мажор
[2560, 2560]:	oppilas - ученик, ученица
[2561, 2561]:	oppiminen - обучение
[2562, 2562]:	oppitunti - урок
[2563, 2563]:	oppituoli - кафедра
[2564, 2564]:	oranssi - оранжевый
[2565, 2565]:	orkesteri - оркестр
[2566, 2566]:	orkesteririmusiikki - оркестровая музыка
[2567, 2567]:	orvokit - фиалки
[2568, 2568]:	osa - часть
[2569, 2569]:	osakeyhtiö - акционерное общество
[257, 257]:	edelleen - по-прежнему
[2570, 2570]:	osallistua - участвовать
[2571, 2571]:	osasto - отделение
[2572, 2572]:	osata - уметь, суметь
[2573, 2573]:	osoite - адрес
[2574, 2574]:	osoitettua - адресованное (от osoittaa)
[2575, 2575]:	osoittaa - адресовать
[2576, 2576]:	osoittautua - выясняться
[2577, 2577]:	osoitteeseen - по адресу (от osoite)
[2578, 2578]:	ostaa - покупать
[2579, 2579]:	ostaisin - я бы купил (от ostaa)
[258, 258]:	edellinen - прежний
[2580, 2580]:	ostaja - покупатель
[2581, 2581]:	osto - покупка
[2582, 2582]:	ostos - покупка 
[2583, 2583]:	ostoskeskus - торговый центр
[2584, 2584]:	ostoskuitti - чек
[2585, 2585]:	osua - попадать
[2586, 2586]:	otamme - мы возьмем (от ottaa)
[2587, 2587]:	otan - я возьму (от ottaa)
[2588, 2588]:	otetaanko - взымается ли? (от ottaa)
[2589, 2589]:	otsa - лоб
[259, 259]:	edellä - впереди
[2590, 2590]:	ottaa - взять, брать
[2591, 2591]:	ottaa aurinkoa - загорать
[2592, 2592]:	ottaa mukaan - взять с собой
[2593, 2593]:	ottaa vastaan - принимать (гостей)
[2594, 2594]:	ottaisin - я бы взял (от ottaa)
[2595, 2595]:	ottakaa - возьмите (от ottaa)
[2596, 2596]:	ottelu - матч, встреча
[2597, 2597]:	outoa - странно, странная
[2598, 2598]:	ovat - являются (от olla)
[2599, 2599]:	ovatko - являются ли? (от olla)
[26, 26]:	aikakauslehteä - журнал(ов)
[260, 260]:	edes - даже (при отрицании)
[2600, 2600]:	ovi - дверь
[2601, 2601]:	paahdin - жаровня, тостер
[2602, 2602]:	paahtopaisti - ростбиф
[2603, 2603]:	paahtopaistia - ростбиф (от paahtopaisti)
[2604, 2604]:	paarma - овод
[2605, 2605]:	paasto - пост, лечебное голодание
[2606, 2606]:	paeta - убегать
[2607, 2607]:	paha - плохой, худой
[2608, 2608]:	pahahenki - черт, дьявол
[2609, 2609]:	pahoin - плохо
[261, 261]:	edes vähän - хотя бы немого
[2610, 2610]:	pahoinvointipussi - гигиенический пакет
[2611, 2611]:	pahoinvointipussin - гигиенический пакет  (от pahoinvointipussi)
[2612, 2612]:	paholainen - дьявол, черт
[2613, 2613]:	paidan - рубашку (от paita)
[2614, 2614]:	paikalla - на месте (от paikka)
[2615, 2615]:	paikallinen - местное
[2616, 2616]:	paikallistaa - локализовать
[2617, 2617]:	paikka I - место
[2618, 2618]:	paikka II - заплатка, пломба
[2619, 2619]:	paikkakunta - местность
[262, 262]:	edessä - впереди
[2620, 2620]:	paikkani - мое место (от paikka)
[2621, 2621]:	painaa - 1.давить, нажимать
[2622, 2622]:	painava - тяжелый
[2623, 2623]:	painettu - печатный, напечатанный
[2624, 2624]:	paino - вес, масса
[2625, 2625]:	painostaa - оказывать давление
[2626, 2626]:	paise - нарыв
[2627, 2627]:	paistaa - светить, светит
[2628, 2628]:	paistattaa - загорать
[2629, 2629]:	paisti - жаркое
[263, 263]:	edestakainen - билет туда и обратно
[2630, 2630]:	paistinlasta - лопаточка (для жаркого)
[2631, 2631]:	paistinpannu - сковородка
[2632, 2632]:	paistos - жареное блюдо
[2633, 2633]:	paita - рубашка
[2634, 2634]:	paitsi - кроме
[2635, 2635]:	pakata - паковать, заворачивать
[2636, 2636]:	pakatkaa - заверните (от pakata)
[2637, 2637]:	pakenen - убегаю
[2638, 2638]:	paketin - пачку (от paketti)
[2639, 2639]:	paketti - пачка, посылка
[264, 264]:	edetä - двигаться вперед, продвигаться, 2. отдаляться
[2640, 2640]:	pakettiin - в пачку (от paketti)
[2641, 2641]:	pakina - фельетон
[2642, 2642]:	pakkanen - мороз
[2643, 2643]:	pakoputki - выхлопная труба
[2644, 2644]:	paksu - толстый
[2645, 2645]:	pala - кусок
[2646, 2646]:	palaa - гореть
[2647, 2647]:	palata - возвращаться
[2648, 2648]:	palatsi - дворец
[2649, 2649]:	paleltua - замерзнуть
[265, 265]:	edistys - прогресс
[2650, 2650]:	paljas - голый
[2651, 2651]:	paljastua - обнажаться, быть разоблаченным
[2652, 2652]:	paljon - много
[2653, 2653]:	paljonko - сколько
[2654, 2654]:	palkata - нанимать
[2655, 2655]:	palkinnon - с наградой (от palkinto)
[2656, 2656]:	palkinto - награда, премия
[2657, 2657]:	palkintolautakunta - жюри
[2658, 2658]:	palkka - заработок, зарплата
[2659, 2659]:	palkkaa - выплата (от palkka)
[266, 266]:	edullinen - выгодный
[2660, 2660]:	palkkanne - ваша зарплата (от palkka)
[2661, 2661]:	pallo - мяч
[2662, 2662]:	pallomainen - шаровидный
[2663, 2663]:	palohaava - ожог
[2664, 2664]:	palonarka - огнеопасный, легковоспламеняющийся
[2665, 2665]:	paluulippu - обратный билет
[2666, 2666]:	palveluksesta - за услугу (от palvelus)
[2667, 2667]:	palvelus - услуга
[2668, 2668]:	palvelutoimisto - бюро обслуживания
[2669, 2669]:	palvelutoimistossa - в бюро обслуживания (от palvelutoimisto)
[267, 267]:	eduskunta - парламент
[2670, 2670]:	pankissa - в банке (от pankki)
[2671, 2671]:	pankki - банк
[2672, 2672]:	panna - класть
[2673, 2673]:	panna kiinni - закрывать
[2674, 2674]:	panna+objekti - вкладывать, заставлять, класть, проставить, ставить 
[2675, 2675]:	papereiden - документов (от paperi)
[2676, 2676]:	paperi - документ, бумага
[2677, 2677]:	paperikauppa - магазин канцелярских товаров
[2678, 2678]:	papiljotit - бигуди
[2679, 2679]:	pappa - дед
[268, 268]:	edustaa - представлять
[2680, 2680]:	papu - боб, фасоль
[2681, 2681]:	parantaa - лечить
[2682, 2682]:	parantua - выздоравливать, улучшаться
[2683, 2683]:	paras - лучший
[2684, 2684]:	paremmin - лучше
[2685, 2685]:	parempi - лучше, чем
[2686, 2686]:	pari - пара, несколько
[2687, 2687]:	parissa - среди кого-либо, с кем-либо
[2688, 2688]:	parranajokone - бритва
[2689, 2689]:	parraton - безбородый 
[269, 269]:	edustaja - представитель, депутат
[2690, 2690]:	parsia - штопать
[2691, 2691]:	parta - борода
[2692, 2692]:	partaterä - лезвие
[2693, 2693]:	partikkeli - служебное слово
[2694, 2694]:	parturi - парикмахерская
[2695, 2695]:	parveke - балкон
[2696, 2696]:	passi - паспорт
[2697, 2697]:	passini - мой паспорт (от passi)
[2698, 2698]:	passinne - ваш паспорт (от passi)
[2699, 2699]:	pasteija - паштет
[27, 27]:	aikakauslehti - журнал
[270, 270]:	edustajakokous - съезд
[2700, 2700]:	pata - горшок, кастрюля
[2701, 2701]:	patsas - столб, статуя, памятник
[2702, 2702]:	paukkua - трещать (о морозе)
[2703, 2703]:	paukutella - хлопать
[2704, 2704]:	pedata - стелить кровать (petata)
[2705, 2705]:	pehmeä - мягкий
[2706, 2706]:	pehmeäksi - всмятку
[2707, 2707]:	peili - зеркало
[2708, 2708]:	peiton - одеяло (от peitto)
[2709, 2709]:	peitto - одеяло
[271, 271]:	edustajana - как представитель (от edustaja)
[2710, 2710]:	peittyä - покрываться
[2711, 2711]:	peittää - покрывать
[2712, 2712]:	pelaamaan - играть (от pelata)
[2713, 2713]:	pelaatteko - вы играете? (от pelata)
[2714, 2714]:	pelastusvyö - спасательный пояс
[2715, 2715]:	pelata - играть
[2716, 2716]:	peli - игра
[2717, 2717]:	pelin - игры (от peli)
[2718, 2718]:	pelkkä - лишь, только лишь
[2719, 2719]:	pelle - клоун
[272, 272]:	Eesti - Эстония
[2720, 2720]:	pelto - поле
[2721, 2721]:	peltotyöt - полевые работы
[2722, 2722]:	pelästyä - испугаться
[2723, 2723]:	pelätä - бояться
[2724, 2724]:	penkki - скамья
[2725, 2725]:	penni - пенни
[2726, 2726]:	pensas - куст
[2727, 2727]:	pepsi - пепси
[2728, 2728]:	perhe - семья
[2729, 2729]:	perheetön - бессемейный 
[273, 273]:	eestiläinen - эстонец, эстонка
[2730, 2730]:	perille - до места
[2731, 2731]:	perillä - придет
[2732, 2732]:	perinne - традиция
[2733, 2733]:	periytyä - переходить по наследству
[2734, 2734]:	periä I - 1. взимать, взыскивать
[2735, 2735]:	perjantai - пятница
[2736, 2736]:	perkele - черт, дьявол
[2737, 2737]:	persikka - персик
[2738, 2738]:	persoonallinen - личный
[2739, 2739]:	peruna - картофель-
[274, 274]:	ehdokas - кандидат, претендент
[2740, 2740]:	perunamuhennos - картофельное пюре
[2741, 2741]:	perunat - картофель--
[2742, 2742]:	perunoita - картофель---
[2743, 2743]:	perusosa - основная часть
[2744, 2744]:	perussanasto - основная лексика, основные слова, базовый словарь
[2745, 2745]:	perustaa - основать
[2746, 2746]:	peruste - основание, основа
[2747, 2747]:	peruuttaa - отменять
[2748, 2748]:	peräkkäin - подряд, друг за другом
[2749, 2749]:	perävaunu - прицеп
[275, 275]:	ehdotan - я предлагаю (от ehdottaa)
[2750, 2750]:	pesettää - отдавать в стирку
[2751, 2751]:	peseytyä - умываться
[2752, 2752]:	peskää - помойте (от pestä)
[2753, 2753]:	pestä - мыть
[2754, 2754]:	pesula - прачечная-
[2755, 2755]:	pesutupa - прачечная--
[2756, 2756]:	pesäpalloa - бейсбол
[2757, 2757]:	Petroskoi - Петрозаводск
[2758, 2758]:	pettymys - разочарование
[2759, 2759]:	pian - скоро
[276, 276]:	ehdottaa - предлагать
[2760, 2760]:	piano - пианино
[2761, 2761]:	pidän - мне нравится (от pitää)
[2762, 2762]:	pidätte - вам нравится (от pitää)
[2763, 2763]:	pidättekö - вам нравится? (от pitää)
[2764, 2764]:	pidättyvä - сдержанный, осторожный
[2765, 2765]:	pidättää - сдерживать, задерживать
[2766, 2766]:	pienemmäksi - на более мелкие (от pieni)
[2767, 2767]:	pieni - маленький
[2768, 2768]:	pienoisromaani - повесть
[2769, 2769]:	pientä - маленький (от pieni)
[277, 277]:	ehdottomasti - безусловно
[2770, 2770]:	Pietari-Paavalin linnoitus - Петропавловская крепость
[2771, 2771]:	piha - двор
[2772, 2772]:	pihvi - бифштекс
[2773, 2773]:	pihvin - бифштекс (от pihvi)
[2774, 2774]:	piimä - йогурт, простокваша
[2775, 2775]:	piippu - труба, трубка
[2776, 2776]:	piipputupakka - трубочный табак-
[2777, 2777]:	piipputupakkaa - трубочный табак--
[2778, 2778]:	piirakat - пирожки
[2779, 2779]:	piirakka - расстегай
[278, 278]:	ehdotus - предложение
[2780, 2780]:	piiretty elokuva - мультфильм
[2781, 2781]:	piirre - черта
[2782, 2782]:	piirros - рисунок
[2783, 2783]:	piirteet - черты
[2784, 2784]:	piirtää - рисовать, чертить
[2785, 2785]:	piirustus - рисунок, чертеж, гравюра
[2786, 2786]:	piitata jostakin - дорожить кем-либо, считаться с кем-либо, с чем-либо
[2787, 2787]:	pikainen - скорый
[2788, 2788]:	pikaisiin - до скорой (от pikainen)
[2789, 2789]:	pikari - рюмка
[279, 279]:	ehjä - целый
[2790, 2790]:	pikkuleivät - печенье
[2791, 2791]:	pikkupulla - булочка
[2792, 2792]:	pilkki - блесна
[2793, 2793]:	pillerit - таблетки
[2794, 2794]:	pilli - свисток
[2795, 2795]:	pillitupakka - папироса
[2796, 2796]:	pilvenpiirtäjä - небоскреб
[2797, 2797]:	pilvi - облако
[2798, 2798]:	pilvisyys - облачность
[2799, 2799]:	pimetä - темнеть
[28, 28]:	aikakauslehtiä - журналы
[280, 280]:	ehkä - может быть
[2800, 2800]:	pimeys - темнота
[2801, 2801]:	pimeä - темный
